LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2179 61 32,gravel,NA,NA,NA,obstruction
-2098 60 32,gravel,NA,NA,NA,obstruction
-2098 61 32,gravel,NA,NA,NA,obstruction
-2219 60 33,gravel,NA,NA,NA,obstruction
-2219 61 33,gravel,NA,NA,NA,obstruction
-2211 60 33,gravel,NA,NA,NA,obstruction
-2211 61 33,gravel,NA,NA,NA,obstruction
-2179 60 33,gravel,NA,NA,NA,obstruction
-2179 61 33,gravel,NA,NA,NA,obstruction
-2179 62 33,gravel,NA,NA,NA,obstruction
-2177 60 33,block_victim_1,NA,NA,NA,victim
-2145 60 33,gravel,NA,NA,NA,obstruction
-2145 61 33,gravel,NA,NA,NA,obstruction
-2115 60 33,block_victim_1,NA,NA,NA,victim
-2113 60 33,gravel,NA,NA,NA,obstruction
-2113 61 33,gravel,NA,NA,NA,obstruction
-2111 60 33,block_victim_1,NA,NA,NA,victim
-2109 60 33,gravel,NA,NA,NA,obstruction
-2106 60 33,gravel,NA,NA,NA,obstruction
-2099 60 33,gravel,NA,NA,NA,obstruction
-2099 61 33,gravel,NA,NA,NA,obstruction
-2098 60 33,gravel,NA,NA,NA,obstruction
-2098 61 33,gravel,NA,NA,NA,obstruction
-2094 60 33,gravel,NA,NA,NA,obstruction
-2094 61 33,gravel,NA,NA,NA,obstruction
-2094 62 33,gravel,NA,NA,NA,obstruction
-2093 60 33,gravel,NA,NA,NA,obstruction
-2093 61 33,gravel,NA,NA,NA,obstruction
-2092 60 33,gravel,NA,NA,NA,obstruction
-2092 61 33,gravel,NA,NA,NA,obstruction
-2219 60 34,gravel,NA,NA,NA,obstruction
-2219 61 34,gravel,NA,NA,NA,obstruction
-2211 60 34,gravel,NA,NA,NA,obstruction
-2197 60 34,block_victim_1,NA,NA,NA,victim
-2196 60 34,gravel,NA,NA,NA,obstruction
-2196 61 34,gravel,NA,NA,NA,obstruction
-2145 60 34,gravel,NA,NA,NA,obstruction
-2145 61 34,gravel,NA,NA,NA,obstruction
-2138 60 34,gravel,NA,NA,NA,obstruction
-2138 61 34,gravel,NA,NA,NA,obstruction
-2133 60 34,gravel,NA,NA,NA,obstruction
-2133 61 34,gravel,NA,NA,NA,obstruction
-2132 60 34,gravel,NA,NA,NA,obstruction
-2132 61 34,gravel,NA,NA,NA,obstruction
-2132 62 34,gravel,NA,NA,NA,obstruction
-2131 60 34,gravel,NA,NA,NA,obstruction
-2131 61 34,gravel,NA,NA,NA,obstruction
-2126 60 34,gravel,NA,NA,NA,obstruction
-2126 61 34,gravel,NA,NA,NA,obstruction
-2094 60 34,gravel,NA,NA,NA,obstruction
-2094 61 34,gravel,NA,NA,NA,obstruction
-2094 62 34,gravel,NA,NA,NA,obstruction
-2219 60 35,gravel,NA,NA,NA,obstruction
-2219 61 35,gravel,NA,NA,NA,obstruction
-2172 60 35,block_victim_proximity,NA,NA,NA,victim
-2145 60 35,gravel,NA,NA,NA,obstruction
-2145 61 35,gravel,NA,NA,NA,obstruction
-2138 60 35,gravel,NA,NA,NA,obstruction
-2138 61 35,gravel,NA,NA,NA,obstruction
-2131 60 35,gravel,NA,NA,NA,obstruction
-2131 61 35,gravel,NA,NA,NA,obstruction
-2131 62 35,gravel,NA,NA,NA,obstruction
-2126 60 35,gravel,NA,NA,NA,obstruction
-2126 61 35,gravel,NA,NA,NA,obstruction
-2115 60 35,gravel,NA,NA,NA,obstruction
-2115 61 35,gravel,NA,NA,NA,obstruction
-2115 62 35,gravel,NA,NA,NA,obstruction
-2114 60 35,gravel,NA,NA,NA,obstruction
-2114 61 35,gravel,NA,NA,NA,obstruction
-2113 60 35,gravel,NA,NA,NA,obstruction
-2113 61 35,gravel,NA,NA,NA,obstruction
-2113 62 35,gravel,NA,NA,NA,obstruction
-2112 60 35,gravel,NA,NA,NA,obstruction
-2112 61 35,gravel,NA,NA,NA,obstruction
-2111 60 35,gravel,NA,NA,NA,obstruction
-2111 61 35,gravel,NA,NA,NA,obstruction
-2111 62 35,gravel,NA,NA,NA,obstruction
-2109 60 35,gravel,NA,NA,NA,obstruction
-2109 61 35,gravel,NA,NA,NA,obstruction
-2109 62 35,gravel,NA,NA,NA,obstruction
-2108 60 35,gravel,NA,NA,NA,obstruction
-2108 61 35,gravel,NA,NA,NA,obstruction
-2094 60 35,gravel,NA,NA,NA,obstruction
-2094 61 35,gravel,NA,NA,NA,obstruction
-2094 62 35,gravel,NA,NA,NA,obstruction
-2092 60 35,block_victim_proximity,NA,NA,NA,victim
-2219 60 36,gravel,NA,NA,NA,obstruction
-2219 61 36,gravel,NA,NA,NA,obstruction
-2219 62 36,gravel,NA,NA,NA,obstruction
-2206 60 36,gravel,NA,NA,NA,obstruction
-2206 61 36,gravel,NA,NA,NA,obstruction
-2206 62 36,gravel,NA,NA,NA,obstruction
-2194 60 36,gravel,NA,NA,NA,obstruction
-2194 61 36,gravel,NA,NA,NA,obstruction
-2140 60 36,gravel,NA,NA,NA,obstruction
-2140 61 36,gravel,NA,NA,NA,obstruction
-2140 62 36,gravel,NA,NA,NA,obstruction
-2139 60 36,gravel,NA,NA,NA,obstruction
-2139 61 36,gravel,NA,NA,NA,obstruction
-2139 62 36,gravel,NA,NA,NA,obstruction
-2138 60 36,gravel,NA,NA,NA,obstruction
-2138 61 36,gravel,NA,NA,NA,obstruction
-2131 60 36,gravel,NA,NA,NA,obstruction
-2131 61 36,gravel,NA,NA,NA,obstruction
-2128 60 36,gravel,NA,NA,NA,obstruction
-2128 61 36,gravel,NA,NA,NA,obstruction
-2128 62 36,gravel,NA,NA,NA,obstruction
-2127 60 36,gravel,NA,NA,NA,obstruction
-2127 61 36,gravel,NA,NA,NA,obstruction
-2127 62 36,gravel,NA,NA,NA,obstruction
-2126 60 36,gravel,NA,NA,NA,obstruction
-2126 61 36,gravel,NA,NA,NA,obstruction
-2126 62 36,gravel,NA,NA,NA,obstruction
-2108 60 36,gravel,NA,NA,NA,obstruction
-2108 61 36,gravel,NA,NA,NA,obstruction
-2108 62 36,gravel,NA,NA,NA,obstruction
-2218 60 37,gravel,NA,NA,NA,obstruction
-2218 61 37,gravel,NA,NA,NA,obstruction
-2218 62 37,gravel,NA,NA,NA,obstruction
-2217 60 37,gravel,NA,NA,NA,obstruction
-2217 61 37,gravel,NA,NA,NA,obstruction
-2217 62 37,gravel,NA,NA,NA,obstruction
-2207 60 37,gravel,NA,NA,NA,obstruction
-2207 61 37,gravel,NA,NA,NA,obstruction
-2207 62 37,gravel,NA,NA,NA,obstruction
-2206 60 37,gravel,NA,NA,NA,obstruction
-2206 61 37,gravel,NA,NA,NA,obstruction
-2206 62 37,gravel,NA,NA,NA,obstruction
-2194 60 37,gravel,NA,NA,NA,obstruction
-2194 61 37,gravel,NA,NA,NA,obstruction
-2184 60 37,gravel,NA,NA,NA,obstruction
-2184 61 37,gravel,NA,NA,NA,obstruction
-2183 60 37,gravel,NA,NA,NA,obstruction
-2183 61 37,gravel,NA,NA,NA,obstruction
-2183 62 37,gravel,NA,NA,NA,obstruction
-2182 60 37,gravel,NA,NA,NA,obstruction
-2182 61 37,gravel,NA,NA,NA,obstruction
-2181 60 37,gravel,NA,NA,NA,obstruction
-2181 61 37,gravel,NA,NA,NA,obstruction
-2181 62 37,gravel,NA,NA,NA,obstruction
-2180 60 37,gravel,NA,NA,NA,obstruction
-2180 61 37,gravel,NA,NA,NA,obstruction
-2179 60 37,gravel,NA,NA,NA,obstruction
-2179 61 37,gravel,NA,NA,NA,obstruction
-2179 62 37,gravel,NA,NA,NA,obstruction
-2178 60 37,gravel,NA,NA,NA,obstruction
-2178 61 37,gravel,NA,NA,NA,obstruction
-2177 60 37,gravel,NA,NA,NA,obstruction
-2177 61 37,gravel,NA,NA,NA,obstruction
-2177 62 37,gravel,NA,NA,NA,obstruction
-2176 60 37,gravel,NA,NA,NA,obstruction
-2176 61 37,gravel,NA,NA,NA,obstruction
-2133 60 37,block_victim_proximity,NA,NA,NA,victim
-2131 60 37,gravel,NA,NA,NA,obstruction
-2131 61 37,gravel,NA,NA,NA,obstruction
-2131 62 37,gravel,NA,NA,NA,obstruction
-2108 60 37,gravel,NA,NA,NA,obstruction
-2108 61 37,gravel,NA,NA,NA,obstruction
-2173 60 38,gravel,NA,NA,NA,obstruction
-2172 60 38,gravel,NA,NA,NA,obstruction
-2172 61 38,gravel,NA,NA,NA,obstruction
-2172 62 38,gravel,NA,NA,NA,obstruction
-2171 60 38,gravel,NA,NA,NA,obstruction
-2171 61 38,gravel,NA,NA,NA,obstruction
-2166 60 38,gravel,NA,NA,NA,obstruction
-2166 61 38,gravel,NA,NA,NA,obstruction
-2166 62 38,gravel,NA,NA,NA,obstruction
-2165 60 38,gravel,NA,NA,NA,obstruction
-2165 61 38,gravel,NA,NA,NA,obstruction
-2164 60 38,gravel,NA,NA,NA,obstruction
-2164 61 38,gravel,NA,NA,NA,obstruction
-2164 62 38,gravel,NA,NA,NA,obstruction
-2163 60 38,gravel,NA,NA,NA,obstruction
-2163 61 38,gravel,NA,NA,NA,obstruction
-2162 60 38,gravel,NA,NA,NA,obstruction
-2162 61 38,gravel,NA,NA,NA,obstruction
-2162 62 38,gravel,NA,NA,NA,obstruction
-2161 60 38,gravel,NA,NA,NA,obstruction
-2161 61 38,gravel,NA,NA,NA,obstruction
-2160 60 38,gravel,NA,NA,NA,obstruction
-2160 61 38,gravel,NA,NA,NA,obstruction
-2160 62 38,gravel,NA,NA,NA,obstruction
-2143 60 38,gravel,NA,NA,NA,obstruction
-2143 61 38,gravel,NA,NA,NA,obstruction
-2142 60 38,gravel,NA,NA,NA,obstruction
-2142 61 38,gravel,NA,NA,NA,obstruction
-2131 60 38,gravel,NA,NA,NA,obstruction
-2131 61 38,gravel,NA,NA,NA,obstruction
-2109 60 38,block_victim_proximity,NA,NA,NA,victim
-2108 60 38,gravel,NA,NA,NA,obstruction
-2108 61 38,gravel,NA,NA,NA,obstruction
-2108 62 38,gravel,NA,NA,NA,obstruction
-2099 60 38,block_victim_1,NA,NA,NA,victim
-2094 60 38,gravel,NA,NA,NA,obstruction
-2166 60 39,gravel,NA,NA,NA,obstruction
-2166 61 39,gravel,NA,NA,NA,obstruction
-2160 60 39,gravel,NA,NA,NA,obstruction
-2160 61 39,gravel,NA,NA,NA,obstruction
-2147 60 39,gravel,NA,NA,NA,obstruction
-2147 61 39,gravel,NA,NA,NA,obstruction
-2143 60 39,block_victim_1,NA,NA,NA,victim
-2140 60 39,block_victim_1,NA,NA,NA,victim
-2137 60 39,block_victim_1,NA,NA,NA,victim
-2131 60 39,gravel,NA,NA,NA,obstruction
-2131 61 39,gravel,NA,NA,NA,obstruction
-2131 62 39,gravel,NA,NA,NA,obstruction
-2108 60 39,gravel,NA,NA,NA,obstruction
-2108 61 39,gravel,NA,NA,NA,obstruction
-2094 60 39,gravel,NA,NA,NA,obstruction
-2166 60 40,gravel,NA,NA,NA,obstruction
-2166 61 40,gravel,NA,NA,NA,obstruction
-2166 62 40,gravel,NA,NA,NA,obstruction
-2160 60 40,gravel,NA,NA,NA,obstruction
-2160 61 40,gravel,NA,NA,NA,obstruction
-2160 62 40,gravel,NA,NA,NA,obstruction
-2147 60 40,gravel,NA,NA,NA,obstruction
-2147 61 40,gravel,NA,NA,NA,obstruction
-2147 62 40,gravel,NA,NA,NA,obstruction
-2133 60 40,gravel,NA,NA,NA,obstruction
-2132 60 40,gravel,NA,NA,NA,obstruction
-2132 61 40,gravel,NA,NA,NA,obstruction
-2132 62 40,gravel,NA,NA,NA,obstruction
-2131 60 40,gravel,NA,NA,NA,obstruction
-2131 61 40,gravel,NA,NA,NA,obstruction
-2115 59 40,block_rubble_collapse,NA,-2116 60 40 -2116 61 40,NA,collapse threat
-2108 60 40,gravel,NA,NA,NA,obstruction
-2108 61 40,gravel,NA,NA,NA,obstruction
-2108 62 40,gravel,NA,NA,NA,obstruction
-2099 60 40,gravel,NA,NA,NA,obstruction
-2094 60 40,gravel,NA,NA,NA,obstruction
-2094 61 40,gravel,NA,NA,NA,obstruction
-2223 60 41,gravel,NA,NA,NA,obstruction
-2223 61 41,gravel,NA,NA,NA,obstruction
-2222 60 41,gravel,NA,NA,NA,obstruction
-2222 61 41,gravel,NA,NA,NA,obstruction
-2221 60 41,gravel,NA,NA,NA,obstruction
-2221 61 41,gravel,NA,NA,NA,obstruction
-2221 62 41,gravel,NA,NA,NA,obstruction
-2220 60 41,gravel,NA,NA,NA,obstruction
-2220 61 41,gravel,NA,NA,NA,obstruction
-2220 62 41,gravel,NA,NA,NA,obstruction
-2219 60 41,gravel,NA,NA,NA,obstruction
-2219 61 41,gravel,NA,NA,NA,obstruction
-2219 62 41,gravel,NA,NA,NA,obstruction
-2166 60 41,gravel,NA,NA,NA,obstruction
-2166 61 41,gravel,NA,NA,NA,obstruction
-2165 60 41,gravel,NA,NA,NA,obstruction
-2165 61 41,gravel,NA,NA,NA,obstruction
-2165 62 41,gravel,NA,NA,NA,obstruction
-2164 60 41,gravel,NA,NA,NA,obstruction
-2164 61 41,gravel,NA,NA,NA,obstruction
-2163 60 41,gravel,NA,NA,NA,obstruction
-2163 61 41,gravel,NA,NA,NA,obstruction
-2163 62 41,gravel,NA,NA,NA,obstruction
-2162 60 41,gravel,NA,NA,NA,obstruction
-2162 61 41,gravel,NA,NA,NA,obstruction
-2161 60 41,gravel,NA,NA,NA,obstruction
-2161 61 41,gravel,NA,NA,NA,obstruction
-2161 62 41,gravel,NA,NA,NA,obstruction
-2160 60 41,gravel,NA,NA,NA,obstruction
-2160 61 41,gravel,NA,NA,NA,obstruction
-2147 60 41,gravel,NA,NA,NA,obstruction
-2147 61 41,gravel,NA,NA,NA,obstruction
-2139 60 41,gravel,NA,NA,NA,obstruction
-2139 61 41,gravel,NA,NA,NA,obstruction
-2138 60 41,gravel,NA,NA,NA,obstruction
-2138 61 41,gravel,NA,NA,NA,obstruction
-2138 62 41,gravel,NA,NA,NA,obstruction
-2137 60 41,gravel,NA,NA,NA,obstruction
-2137 61 41,gravel,NA,NA,NA,obstruction
-2109 60 41,gravel,NA,NA,NA,obstruction
-2108 60 41,gravel,NA,NA,NA,obstruction
-2108 61 41,gravel,NA,NA,NA,obstruction
-2099 60 41,block_victim_1,NA,NA,NA,victim
-2097 60 41,gravel,NA,NA,NA,obstruction
-2097 61 41,gravel,NA,NA,NA,obstruction
-2096 60 41,gravel,NA,NA,NA,obstruction
-2096 61 41,gravel,NA,NA,NA,obstruction
-2095 60 41,gravel,NA,NA,NA,obstruction
-2095 61 41,gravel,NA,NA,NA,obstruction
-2094 60 41,gravel,NA,NA,NA,obstruction
-2094 61 41,gravel,NA,NA,NA,obstruction
-2094 62 41,gravel,NA,NA,NA,obstruction
-2219 60 42,gravel,NA,NA,NA,obstruction
-2219 61 42,gravel,NA,NA,NA,obstruction
-2219 62 42,gravel,NA,NA,NA,obstruction
-2147 60 42,gravel,NA,NA,NA,obstruction
-2147 61 42,gravel,NA,NA,NA,obstruction
-2147 62 42,gravel,NA,NA,NA,obstruction
-2097 60 42,gravel,NA,NA,NA,obstruction
-2097 61 42,gravel,NA,NA,NA,obstruction
-2096 60 42,block_victim_1,NA,NA,NA,victim
-2094 60 42,gravel,NA,NA,NA,obstruction
-2094 61 42,gravel,NA,NA,NA,obstruction
-2094 62 42,gravel,NA,NA,NA,obstruction
-2219 60 43,gravel,NA,NA,NA,obstruction
-2219 61 43,gravel,NA,NA,NA,obstruction
-2219 62 43,gravel,NA,NA,NA,obstruction
-2147 60 43,gravel,NA,NA,NA,obstruction
-2147 61 43,gravel,NA,NA,NA,obstruction
-2146 60 43,gravel,NA,NA,NA,obstruction
-2146 61 43,gravel,NA,NA,NA,obstruction
-2146 62 43,gravel,NA,NA,NA,obstruction
-2145 60 43,gravel,NA,NA,NA,obstruction
-2145 61 43,gravel,NA,NA,NA,obstruction
-2144 60 43,gravel,NA,NA,NA,obstruction
-2144 61 43,gravel,NA,NA,NA,obstruction
-2144 62 43,gravel,NA,NA,NA,obstruction
-2143 60 43,gravel,NA,NA,NA,obstruction
-2143 61 43,gravel,NA,NA,NA,obstruction
-2142 60 43,gravel,NA,NA,NA,obstruction
-2142 61 43,gravel,NA,NA,NA,obstruction
-2142 62 43,gravel,NA,NA,NA,obstruction
-2098 60 43,block_victim_1,NA,NA,NA,victim
-2097 60 43,gravel,NA,NA,NA,obstruction
-2097 61 43,gravel,NA,NA,NA,obstruction
-2096 60 43,gravel,NA,NA,NA,obstruction
-2096 61 43,gravel,NA,NA,NA,obstruction
-2095 60 43,gravel,NA,NA,NA,obstruction
-2095 61 43,gravel,NA,NA,NA,obstruction
-2094 60 43,gravel,NA,NA,NA,obstruction
-2094 61 43,gravel,NA,NA,NA,obstruction
-2182 60 44,gravel,NA,NA,NA,obstruction
-2182 61 44,gravel,NA,NA,NA,obstruction
-2182 62 44,gravel,NA,NA,NA,obstruction
-2181 60 44,gravel,NA,NA,NA,obstruction
-2181 61 44,gravel,NA,NA,NA,obstruction
-2180 60 44,gravel,NA,NA,NA,obstruction
-2180 61 44,gravel,NA,NA,NA,obstruction
-2180 62 44,gravel,NA,NA,NA,obstruction
-2179 60 44,gravel,NA,NA,NA,obstruction
-2179 61 44,gravel,NA,NA,NA,obstruction
-2094 60 44,gravel,NA,NA,NA,obstruction
-2094 61 44,gravel,NA,NA,NA,obstruction
-2138 60 45,gravel,NA,NA,NA,obstruction
-2138 61 45,gravel,NA,NA,NA,obstruction
-2115 60 45,gravel,NA,NA,NA,obstruction
-2115 61 45,gravel,NA,NA,NA,obstruction
-2114 60 45,gravel,NA,NA,NA,obstruction
-2114 61 45,gravel,NA,NA,NA,obstruction
-2114 62 45,gravel,NA,NA,NA,obstruction
-2113 60 45,gravel,NA,NA,NA,obstruction
-2113 61 45,gravel,NA,NA,NA,obstruction
-2099 60 45,block_victim_1,NA,NA,NA,victim
-2094 60 45,gravel,NA,NA,NA,obstruction
-2138 60 46,gravel,NA,NA,NA,obstruction
-2138 61 46,gravel,NA,NA,NA,obstruction
-2138 62 46,gravel,NA,NA,NA,obstruction
-2137 59 46,block_rubble_collapse,NA,-2137 60 40 -2137 61 40,NA,collapse threat
-2115 60 46,block_victim_1,NA,NA,NA,victim
-2113 60 46,gravel,NA,NA,NA,obstruction
-2113 61 46,gravel,NA,NA,NA,obstruction
-2113 62 46,gravel,NA,NA,NA,obstruction
-2205 60 47,gravel,NA,NA,NA,obstruction
-2205 61 47,gravel,NA,NA,NA,obstruction
-2202 60 47,block_victim_1,NA,NA,NA,victim
-2126 60 47,gravel,NA,NA,NA,obstruction
-2126 61 47,gravel,NA,NA,NA,obstruction
-2108 60 47,gravel,NA,NA,NA,obstruction
-2108 61 47,gravel,NA,NA,NA,obstruction
-2126 60 48,gravel,NA,NA,NA,obstruction
-2126 61 48,gravel,NA,NA,NA,obstruction
-2126 62 48,gravel,NA,NA,NA,obstruction
-2108 60 48,gravel,NA,NA,NA,obstruction
-2108 61 48,gravel,NA,NA,NA,obstruction
-2108 62 48,gravel,NA,NA,NA,obstruction
-2220 60 49,gravel,NA,NA,NA,obstruction
-2220 61 49,gravel,NA,NA,NA,obstruction
-2220 62 49,gravel,NA,NA,NA,obstruction
-2181 60 49,block_victim_1,NA,NA,NA,victim
-2126 60 49,gravel,NA,NA,NA,obstruction
-2126 61 49,gravel,NA,NA,NA,obstruction
-2108 60 49,gravel,NA,NA,NA,obstruction
-2108 61 49,gravel,NA,NA,NA,obstruction
-2095 60 49,block_victim_1,NA,NA,NA,victim
-2221 60 50,block_victim_1,NA,NA,NA,victim
-2220 60 50,gravel,NA,NA,NA,obstruction
-2220 61 50,gravel,NA,NA,NA,obstruction
-2210 60 50,gravel,NA,NA,NA,obstruction
-2210 61 50,gravel,NA,NA,NA,obstruction
-2210 62 50,gravel,NA,NA,NA,obstruction
-2181 60 50,gravel,NA,NA,NA,obstruction
-2181 61 50,gravel,NA,NA,NA,obstruction
-2180 60 50,gravel,NA,NA,NA,obstruction
-2180 61 50,gravel,NA,NA,NA,obstruction
-2180 62 50,gravel,NA,NA,NA,obstruction
-2132 60 50,gravel,NA,NA,NA,obstruction
-2132 61 50,gravel,NA,NA,NA,obstruction
-2131 60 50,gravel,NA,NA,NA,obstruction
-2131 61 50,gravel,NA,NA,NA,obstruction
-2131 62 50,gravel,NA,NA,NA,obstruction
-2126 60 50,gravel,NA,NA,NA,obstruction
-2126 61 50,gravel,NA,NA,NA,obstruction
-2126 62 50,gravel,NA,NA,NA,obstruction
-2108 60 50,gravel,NA,NA,NA,obstruction
-2108 61 50,gravel,NA,NA,NA,obstruction
-2108 62 50,gravel,NA,NA,NA,obstruction
-2222 60 51,gravel,NA,NA,NA,obstruction
-2222 61 51,gravel,NA,NA,NA,obstruction
-2222 62 51,gravel,NA,NA,NA,obstruction
-2221 60 51,gravel,NA,NA,NA,obstruction
-2221 61 51,gravel,NA,NA,NA,obstruction
-2220 60 51,gravel,NA,NA,NA,obstruction
-2220 61 51,gravel,NA,NA,NA,obstruction
-2220 62 51,gravel,NA,NA,NA,obstruction
-2132 60 51,block_victim_1,NA,NA,NA,victim
-2131 60 51,gravel,NA,NA,NA,obstruction
-2131 61 51,gravel,NA,NA,NA,obstruction
-2126 60 51,gravel,NA,NA,NA,obstruction
-2126 61 51,gravel,NA,NA,NA,obstruction
-2109 60 51,block_victim_1,NA,NA,NA,victim
-2108 60 51,gravel,NA,NA,NA,obstruction
-2108 61 51,gravel,NA,NA,NA,obstruction
-2159 60 52,gravel,NA,NA,NA,obstruction
-2159 61 52,gravel,NA,NA,NA,obstruction
-2159 62 52,gravel,NA,NA,NA,obstruction
-2131 60 52,gravel,NA,NA,NA,obstruction
-2131 61 52,gravel,NA,NA,NA,obstruction
-2131 62 52,gravel,NA,NA,NA,obstruction
-2108 60 52,gravel,NA,NA,NA,obstruction
-2108 61 52,gravel,NA,NA,NA,obstruction
-2108 62 52,gravel,NA,NA,NA,obstruction
-2159 60 53,block_victim_1,NA,NA,NA,victim
