"LocationXYZ","BlockType","Command","CommandOptions","RoomName","FeatureType"
"-2139 60 35","gravel",NA,NA,NA,"obstruction"
"-2138 60 35","gravel",NA,NA,NA,"obstruction"
"-2138 61 35","gravel",NA,NA,NA,"obstruction"
"-2125 60 35","gravel",NA,NA,NA,"obstruction"
"-2125 61 35","gravel",NA,NA,NA,"obstruction"
"-2124 60 35","block_victim_1",NA,NA,NA,"victim"
"-2108 60 35","gravel",NA,NA,NA,"obstruction"
"-2108 61 35","gravel",NA,NA,NA,"obstruction"
"-2099 60 35","gravel",NA,NA,NA,"obstruction"
"-2099 61 35","gravel",NA,NA,NA,"obstruction"
"-2099 62 35","gravel",NA,NA,NA,"obstruction"
"-2098 60 35","gravel",NA,NA,NA,"obstruction"
"-2098 61 35","gravel",NA,NA,NA,"obstruction"
"-2098 62 35","gravel",NA,NA,NA,"obstruction"
"-2097 60 35","gravel",NA,NA,NA,"obstruction"
"-2097 61 35","gravel",NA,NA,NA,"obstruction"
"-2097 62 35","gravel",NA,NA,NA,"obstruction"
"-2096 60 35","gravel",NA,NA,NA,"obstruction"
"-2096 61 35","gravel",NA,NA,NA,"obstruction"
"-2095 60 35","gravel",NA,NA,NA,"obstruction"
"-2095 61 35","gravel",NA,NA,NA,"obstruction"
"-2094 60 35","gravel",NA,NA,NA,"obstruction"
"-2094 61 35","gravel",NA,NA,NA,"obstruction"
"-2209 60 36","block_victim_1",NA,NA,NA,"victim"
"-2203 60 36","gravel",NA,NA,NA,"obstruction"
"-2203 61 36","gravel",NA,NA,NA,"obstruction"
"-2202 60 36","gravel",NA,NA,NA,"obstruction"
"-2202 61 36","gravel",NA,NA,NA,"obstruction"
"-2192 60 36","gravel",NA,NA,NA,"obstruction"
"-2192 61 36","gravel",NA,NA,NA,"obstruction"
"-2173 60 36","gravel",NA,NA,NA,"obstruction"
"-2173 61 36","gravel",NA,NA,NA,"obstruction"
"-2173 62 36","gravel",NA,NA,NA,"obstruction"
"-2172 60 36","block_victim_1",NA,NA,NA,"victim"
"-2171 60 36","gravel",NA,NA,NA,"obstruction"
"-2171 61 36","gravel",NA,NA,NA,"obstruction"
"-2171 62 36","gravel",NA,NA,NA,"obstruction"
"-2165 60 36","gravel",NA,NA,NA,"obstruction"
"-2165 61 36","gravel",NA,NA,NA,"obstruction"
"-2156 60 36","gravel",NA,NA,NA,"obstruction"
"-2156 61 36","gravel",NA,NA,NA,"obstruction"
"-2156 62 36","gravel",NA,NA,NA,"obstruction"
"-2155 60 36","block_victim_1",NA,NA,NA,"victim"
"-2154 60 36","gravel",NA,NA,NA,"obstruction"
"-2154 61 36","gravel",NA,NA,NA,"obstruction"
"-2125 60 36","gravel",NA,NA,NA,"obstruction"
"-2125 61 36","gravel",NA,NA,NA,"obstruction"
"-2125 62 36","gravel",NA,NA,NA,"obstruction"
"-2124 60 36","gravel",NA,NA,NA,"obstruction"
"-2124 61 36","gravel",NA,NA,NA,"obstruction"
"-2124 62 36","gravel",NA,NA,NA,"obstruction"
"-2108 60 36","gravel",NA,NA,NA,"obstruction"
"-2108 61 36","gravel",NA,NA,NA,"obstruction"
"-2108 62 36","gravel",NA,NA,NA,"obstruction"
"-2098 60 36","block_victim_1",NA,NA,NA,"victim"
"-2209 60 37","gravel",NA,NA,NA,"obstruction"
"-2209 61 37","gravel",NA,NA,NA,"obstruction"
"-2208 60 37","gravel",NA,NA,NA,"obstruction"
"-2208 61 37","gravel",NA,NA,NA,"obstruction"
"-2173 60 37","gravel",NA,NA,NA,"obstruction"
"-2173 61 37","gravel",NA,NA,NA,"obstruction"
"-2173 62 37","gravel",NA,NA,NA,"obstruction"
"-2172 60 37","gravel",NA,NA,NA,"obstruction"
"-2172 61 37","gravel",NA,NA,NA,"obstruction"
"-2172 62 37","gravel",NA,NA,NA,"obstruction"
"-2171 60 37","gravel",NA,NA,NA,"obstruction"
"-2171 61 37","gravel",NA,NA,NA,"obstruction"
"-2167 60 37","gravel",NA,NA,NA,"obstruction"
"-2167 61 37","gravel",NA,NA,NA,"obstruction"
"-2167 62 37","gravel",NA,NA,NA,"obstruction"
"-2165 60 37","gravel",NA,NA,NA,"obstruction"
"-2165 61 37","gravel",NA,NA,NA,"obstruction"
"-2156 60 37","gravel",NA,NA,NA,"obstruction"
"-2156 61 37","gravel",NA,NA,NA,"obstruction"
"-2156 62 37","gravel",NA,NA,NA,"obstruction"
"-2155 60 37","gravel",NA,NA,NA,"obstruction"
"-2155 61 37","gravel",NA,NA,NA,"obstruction"
"-2155 62 37","gravel",NA,NA,NA,"obstruction"
"-2154 60 37","gravel",NA,NA,NA,"obstruction"
"-2154 61 37","gravel",NA,NA,NA,"obstruction"
"-2130 59 37","block_freeze_player",NA,NA,NA,"threat room"
"-2128 60 37","block_victim_1",NA,NA,NA,"victim"
"-2109 60 37","gravel",NA,NA,NA,"obstruction"
"-2109 61 37","gravel",NA,NA,NA,"obstruction"
"-2109 62 37","gravel",NA,NA,NA,"obstruction"
"-2108 60 37","gravel",NA,NA,NA,"obstruction"
"-2108 61 37","gravel",NA,NA,NA,"obstruction"
"-2108 62 37","gravel",NA,NA,NA,"obstruction"
"-2173 60 38","gravel",NA,NA,NA,"obstruction"
"-2173 61 38","gravel",NA,NA,NA,"obstruction"
"-2173 62 38","gravel",NA,NA,NA,"obstruction"
"-2171 60 38","gravel",NA,NA,NA,"obstruction"
"-2171 61 38","gravel",NA,NA,NA,"obstruction"
"-2171 62 38","gravel",NA,NA,NA,"obstruction"
"-2167 60 38","gravel",NA,NA,NA,"obstruction"
"-2167 61 38","gravel",NA,NA,NA,"obstruction"
"-2167 62 38","gravel",NA,NA,NA,"obstruction"
"-2166 60 38","block_victim_1",NA,NA,NA,"victim"
"-2165 60 38","gravel",NA,NA,NA,"obstruction"
"-2165 61 38","gravel",NA,NA,NA,"obstruction"
"-2143 60 38","gravel",NA,NA,NA,"obstruction"
"-2143 61 38","gravel",NA,NA,NA,"obstruction"
"-2203 60 39","block_victim_1",NA,NA,NA,"victim"
"-2193 60 39","block_victim_1",NA,NA,NA,"victim"
"-2173 60 39","gravel",NA,NA,NA,"obstruction"
"-2173 61 39","gravel",NA,NA,NA,"obstruction"
"-2173 62 39","gravel",NA,NA,NA,"obstruction"
"-2172 59 39","block_freeze_player",NA,NA,NA,"threat room"
"-2171 60 39","block_victim_1",NA,NA,NA,"victim"
"-2167 60 39","gravel",NA,NA,NA,"obstruction"
"-2167 61 39","gravel",NA,NA,NA,"obstruction"
"-2167 62 39","gravel",NA,NA,NA,"obstruction"
"-2166 60 39","gravel",NA,NA,NA,"obstruction"
"-2166 61 39","gravel",NA,NA,NA,"obstruction"
"-2166 62 39","gravel",NA,NA,NA,"obstruction"
"-2165 60 39","gravel",NA,NA,NA,"obstruction"
"-2165 61 39","gravel",NA,NA,NA,"obstruction"
"-2143 60 39","gravel",NA,NA,NA,"obstruction"
"-2143 61 39","gravel",NA,NA,NA,"obstruction"
"-2122 59 39","redstone_block",NA,NA,NA,"sign"
"-2115 60 39","gravel",NA,NA,NA,"obstruction"
"-2115 61 39","gravel",NA,NA,NA,"obstruction"
"-2186 60 40","block_victim_1",NA,NA,NA,"victim"
"-2173 60 40","gravel",NA,NA,NA,"obstruction"
"-2173 61 40","gravel",NA,NA,NA,"obstruction"
"-2173 62 40","gravel",NA,NA,NA,"obstruction"
"-2171 60 40","gravel",NA,NA,NA,"obstruction"
"-2171 61 40","gravel",NA,NA,NA,"obstruction"
"-2171 62 40","gravel",NA,NA,NA,"obstruction"
"-2143 60 40","gravel",NA,NA,NA,"obstruction"
"-2143 61 40","gravel",NA,NA,NA,"obstruction"
"-2142 60 40","gravel",NA,NA,NA,"obstruction"
"-2142 61 40","gravel",NA,NA,NA,"obstruction"
"-2138 60 40","gravel",NA,NA,NA,"obstruction"
"-2138 61 40","gravel",NA,NA,NA,"obstruction"
"-2115 60 40","gravel",NA,NA,NA,"obstruction"
"-2115 61 40","gravel",NA,NA,NA,"obstruction"
"-2099 60 40","gravel",NA,NA,NA,"obstruction"
"-2099 61 40","gravel",NA,NA,NA,"obstruction"
"-2098 60 40","gravel",NA,NA,NA,"obstruction"
"-2098 61 40","gravel",NA,NA,NA,"obstruction"
"-2097 60 40","gravel",NA,NA,NA,"obstruction"
"-2097 61 40","gravel",NA,NA,NA,"obstruction"
"-2096 60 40","gravel",NA,NA,NA,"obstruction"
"-2096 61 40","gravel",NA,NA,NA,"obstruction"
"-2096 62 40","gravel",NA,NA,NA,"obstruction"
"-2170 60 41","block_victim_1",NA,NA,NA,"victim"
"-2139 60 41","gravel",NA,NA,NA,"obstruction"
"-2139 61 41","gravel",NA,NA,NA,"obstruction"
"-2138 60 41","gravel",NA,NA,NA,"obstruction"
"-2138 61 41","gravel",NA,NA,NA,"obstruction"
"-2133 60 41","gravel",NA,NA,NA,"obstruction"
"-2133 61 41","gravel",NA,NA,NA,"obstruction"
"-2132 60 41","gravel",NA,NA,NA,"obstruction"
"-2132 61 41","gravel",NA,NA,NA,"obstruction"
"-2132 62 41","gravel",NA,NA,NA,"obstruction"
"-2131 60 41","gravel",NA,NA,NA,"obstruction"
"-2131 61 41","gravel",NA,NA,NA,"obstruction"
"-2131 62 41","gravel",NA,NA,NA,"obstruction"
"-2115 60 41","gravel",NA,NA,NA,"obstruction"
"-2115 61 41","gravel",NA,NA,NA,"obstruction"
"-2099 60 41","gravel",NA,NA,NA,"obstruction"
"-2099 61 41","gravel",NA,NA,NA,"obstruction"
"-2097 60 41","block_victim_proximity",NA,NA,NA,"victim"
"-2096 60 41","gravel",NA,NA,NA,"obstruction"
"-2096 61 41","gravel",NA,NA,NA,"obstruction"
"-2096 62 41","gravel",NA,NA,NA,"obstruction"
"-2180 60 42","block_victim_1",NA,NA,NA,"victim"
"-2179 60 42","gravel",NA,NA,NA,"obstruction"
"-2179 61 42","gravel",NA,NA,NA,"obstruction"
"-2179 62 42","gravel",NA,NA,NA,"obstruction"
"-2139 60 42","gravel",NA,NA,NA,"obstruction"
"-2139 61 42","gravel",NA,NA,NA,"obstruction"
"-2138 60 42","gravel",NA,NA,NA,"obstruction"
"-2138 61 42","gravel",NA,NA,NA,"obstruction"
"-2133 60 42","block_victim_1",NA,NA,NA,"victim"
"-2099 60 42","gravel",NA,NA,NA,"obstruction"
"-2099 61 42","gravel",NA,NA,NA,"obstruction"
"-2096 60 42","gravel",NA,NA,NA,"obstruction"
"-2096 61 42","gravel",NA,NA,NA,"obstruction"
"-2096 62 42","gravel",NA,NA,NA,"obstruction"
"-2181 60 43","gravel",NA,NA,NA,"obstruction"
"-2181 61 43","gravel",NA,NA,NA,"obstruction"
"-2180 60 43","gravel",NA,NA,NA,"obstruction"
"-2180 61 43","gravel",NA,NA,NA,"obstruction"
"-2180 62 43","gravel",NA,NA,NA,"obstruction"
"-2179 60 43","gravel",NA,NA,NA,"obstruction"
"-2179 61 43","gravel",NA,NA,NA,"obstruction"
"-2179 62 43","gravel",NA,NA,NA,"obstruction"
"-2139 60 43","gravel",NA,NA,NA,"obstruction"
"-2139 61 43","gravel",NA,NA,NA,"obstruction"
"-2138 60 43","gravel",NA,NA,NA,"obstruction"
"-2138 61 43","gravel",NA,NA,NA,"obstruction"
"-2097 60 43","gravel",NA,NA,NA,"obstruction"
"-2097 61 43","gravel",NA,NA,NA,"obstruction"
"-2096 60 43","gravel",NA,NA,NA,"obstruction"
"-2096 61 43","gravel",NA,NA,NA,"obstruction"
"-2172 59 44","redstone_block",NA,NA,NA,"sign"
"-2169 60 44","gravel",NA,NA,NA,"obstruction"
"-2169 61 44","gravel",NA,NA,NA,"obstruction"
"-2169 62 44","gravel",NA,NA,NA,"obstruction"
"-2168 60 44","block_victim_1",NA,NA,NA,"victim"
"-2167 60 44","gravel",NA,NA,NA,"obstruction"
"-2167 61 44","gravel",NA,NA,NA,"obstruction"
"-2169 60 45","gravel",NA,NA,NA,"obstruction"
"-2169 61 45","gravel",NA,NA,NA,"obstruction"
"-2169 62 45","gravel",NA,NA,NA,"obstruction"
"-2168 60 45","gravel",NA,NA,NA,"obstruction"
"-2168 61 45","gravel",NA,NA,NA,"obstruction"
"-2167 60 45","gravel",NA,NA,NA,"obstruction"
"-2167 61 45","gravel",NA,NA,NA,"obstruction"
"-2167 62 45","gravel",NA,NA,NA,"obstruction"
"-2113 60 45","gravel",NA,NA,NA,"obstruction"
"-2113 61 45","gravel",NA,NA,NA,"obstruction"
"-2127 60 46","gravel",NA,NA,NA,"obstruction"
"-2127 61 46","gravel",NA,NA,NA,"obstruction"
"-2124 60 46","gravel",NA,NA,NA,"obstruction"
"-2124 61 46","gravel",NA,NA,NA,"obstruction"
"-2113 60 46","gravel",NA,NA,NA,"obstruction"
"-2113 61 46","gravel",NA,NA,NA,"obstruction"
"-2222 60 47","gravel",NA,NA,NA,"obstruction"
"-2222 61 47","gravel",NA,NA,NA,"obstruction"
"-2222 62 47","gravel",NA,NA,NA,"obstruction"
"-2198 60 47","gravel",NA,NA,NA,"obstruction"
"-2198 61 47","gravel",NA,NA,NA,"obstruction"
"-2197 60 47","gravel",NA,NA,NA,"obstruction"
"-2197 61 47","gravel",NA,NA,NA,"obstruction"
"-2197 62 47","gravel",NA,NA,NA,"obstruction"
"-2196 60 47","gravel",NA,NA,NA,"obstruction"
"-2196 61 47","gravel",NA,NA,NA,"obstruction"
"-2161 60 47","gravel",NA,NA,NA,"obstruction"
"-2161 61 47","gravel",NA,NA,NA,"obstruction"
"-2161 62 47","gravel",NA,NA,NA,"obstruction"
"-2149 60 47","gravel",NA,NA,NA,"obstruction"
"-2149 61 47","gravel",NA,NA,NA,"obstruction"
"-2148 60 47","gravel",NA,NA,NA,"obstruction"
"-2148 61 47","gravel",NA,NA,NA,"obstruction"
"-2147 60 47","gravel",NA,NA,NA,"obstruction"
"-2147 61 47","gravel",NA,NA,NA,"obstruction"
"-2127 60 47","gravel",NA,NA,NA,"obstruction"
"-2127 61 47","gravel",NA,NA,NA,"obstruction"
"-2126 60 47","block_victim_1",NA,NA,NA,"victim"
"-2125 60 47","block_victim_1",NA,NA,NA,"victim"
"-2124 60 47","gravel",NA,NA,NA,"obstruction"
"-2124 61 47","gravel",NA,NA,NA,"obstruction"
"-2115 60 47","gravel",NA,NA,NA,"obstruction"
"-2115 61 47","gravel",NA,NA,NA,"obstruction"
"-2115 62 47","gravel",NA,NA,NA,"obstruction"
"-2114 60 47","gravel",NA,NA,NA,"obstruction"
"-2114 61 47","gravel",NA,NA,NA,"obstruction"
"-2114 62 47","gravel",NA,NA,NA,"obstruction"
"-2113 60 47","gravel",NA,NA,NA,"obstruction"
"-2113 61 47","gravel",NA,NA,NA,"obstruction"
"-2113 62 47","gravel",NA,NA,NA,"obstruction"
"-2098 60 47","gravel",NA,NA,NA,"obstruction"
"-2098 61 47","gravel",NA,NA,NA,"obstruction"
"-2222 60 48","gravel",NA,NA,NA,"obstruction"
"-2222 61 48","gravel",NA,NA,NA,"obstruction"
"-2222 62 48","gravel",NA,NA,NA,"obstruction"
"-2161 60 48","block_victim_1",NA,NA,NA,"victim"
"-2147 60 48","gravel",NA,NA,NA,"obstruction"
"-2147 61 48","gravel",NA,NA,NA,"obstruction"
"-2127 60 48","gravel",NA,NA,NA,"obstruction"
"-2127 61 48","gravel",NA,NA,NA,"obstruction"
"-2127 62 48","gravel",NA,NA,NA,"obstruction"
"-2126 60 48","gravel",NA,NA,NA,"obstruction"
"-2126 61 48","gravel",NA,NA,NA,"obstruction"
"-2126 62 48","gravel",NA,NA,NA,"obstruction"
"-2125 60 48","gravel",NA,NA,NA,"obstruction"
"-2125 61 48","gravel",NA,NA,NA,"obstruction"
"-2125 62 48","gravel",NA,NA,NA,"obstruction"
"-2124 60 48","gravel",NA,NA,NA,"obstruction"
"-2124 61 48","gravel",NA,NA,NA,"obstruction"
"-2124 62 48","gravel",NA,NA,NA,"obstruction"
"-2098 60 48","gravel",NA,NA,NA,"obstruction"
"-2098 61 48","gravel",NA,NA,NA,"obstruction"
"-2223 60 49","gravel",NA,NA,NA,"obstruction"
"-2223 61 49","gravel",NA,NA,NA,"obstruction"
"-2222 60 49","gravel",NA,NA,NA,"obstruction"
"-2222 61 49","gravel",NA,NA,NA,"obstruction"
"-2222 62 49","gravel",NA,NA,NA,"obstruction"
"-2147 60 49","gravel",NA,NA,NA,"obstruction"
"-2147 61 49","gravel",NA,NA,NA,"obstruction"
"-2099 60 49","gravel",NA,NA,NA,"obstruction"
"-2099 61 49","gravel",NA,NA,NA,"obstruction"
"-2099 62 49","gravel",NA,NA,NA,"obstruction"
"-2098 60 49","gravel",NA,NA,NA,"obstruction"
"-2098 61 49","gravel",NA,NA,NA,"obstruction"
"-2098 62 49","gravel",NA,NA,NA,"obstruction"
"-2223 60 50","gravel",NA,NA,NA,"obstruction"
"-2223 61 50","gravel",NA,NA,NA,"obstruction"
"-2222 60 50","gravel",NA,NA,NA,"obstruction"
"-2222 61 50","gravel",NA,NA,NA,"obstruction"
"-2147 60 50","gravel",NA,NA,NA,"obstruction"
"-2147 61 50","gravel",NA,NA,NA,"obstruction"
"-2109 60 50","gravel",NA,NA,NA,"obstruction"
"-2109 61 50","gravel",NA,NA,NA,"obstruction"
"-2109 62 50","gravel",NA,NA,NA,"obstruction"
"-2108 60 50","gravel",NA,NA,NA,"obstruction"
"-2108 61 50","gravel",NA,NA,NA,"obstruction"
"-2108 62 50","gravel",NA,NA,NA,"obstruction"
"-2147 60 51","gravel",NA,NA,NA,"obstruction"
"-2147 61 51","gravel",NA,NA,NA,"obstruction"
"-2108 60 51","gravel",NA,NA,NA,"obstruction"
"-2108 61 51","gravel",NA,NA,NA,"obstruction"
"-2147 60 52","gravel",NA,NA,NA,"obstruction"
"-2147 61 52","gravel",NA,NA,NA,"obstruction"
"-2108 60 52","gravel",NA,NA,NA,"obstruction"
"-2108 61 52","gravel",NA,NA,NA,"obstruction"
"-2206 60 53","gravel",NA,NA,NA,"obstruction"
"-2206 61 53","gravel",NA,NA,NA,"obstruction"
"-2205 60 53","gravel",NA,NA,NA,"obstruction"
"-2205 61 53","gravel",NA,NA,NA,"obstruction"
"-2204 60 53","gravel",NA,NA,NA,"obstruction"
"-2204 61 53","gravel",NA,NA,NA,"obstruction"
"-2204 62 53","gravel",NA,NA,NA,"obstruction"
"-2203 60 53","gravel",NA,NA,NA,"obstruction"
"-2203 61 53","gravel",NA,NA,NA,"obstruction"
"-2184 60 53","gravel",NA,NA,NA,"obstruction"
"-2184 61 53","gravel",NA,NA,NA,"obstruction"
"-2147 60 53","gravel",NA,NA,NA,"obstruction"
"-2147 61 53","gravel",NA,NA,NA,"obstruction"
"-2129 60 55","gravel",NA,NA,NA,"obstruction"
"-2129 61 55","gravel",NA,NA,NA,"obstruction"
"-2127 60 55","gravel",NA,NA,NA,"obstruction"
"-2127 61 55","gravel",NA,NA,NA,"obstruction"
"-2127 62 55","gravel",NA,NA,NA,"obstruction"
"-2126 60 55","block_victim_1",NA,NA,NA,"victim"
"-2125 60 55","gravel",NA,NA,NA,"obstruction"
"-2125 61 55","gravel",NA,NA,NA,"obstruction"
"-2114 60 55","gravel",NA,NA,NA,"obstruction"
"-2114 61 55","gravel",NA,NA,NA,"obstruction"
"-2114 62 55","gravel",NA,NA,NA,"obstruction"
"-2112 60 55","gravel",NA,NA,NA,"obstruction"
"-2112 61 55","gravel",NA,NA,NA,"obstruction"
"-2131 60 56","gravel",NA,NA,NA,"obstruction"
"-2131 61 56","gravel",NA,NA,NA,"obstruction"
"-2130 60 56","block_victim_1",NA,NA,NA,"victim"
"-2129 60 56","gravel",NA,NA,NA,"obstruction"
"-2129 61 56","gravel",NA,NA,NA,"obstruction"
"-2127 60 56","gravel",NA,NA,NA,"obstruction"
"-2127 61 56","gravel",NA,NA,NA,"obstruction"
"-2127 62 56","gravel",NA,NA,NA,"obstruction"
"-2126 60 56","gravel",NA,NA,NA,"obstruction"
"-2126 61 56","gravel",NA,NA,NA,"obstruction"
"-2126 62 56","gravel",NA,NA,NA,"obstruction"
"-2125 60 56","gravel",NA,NA,NA,"obstruction"
"-2125 61 56","gravel",NA,NA,NA,"obstruction"
"-2114 60 56","gravel",NA,NA,NA,"obstruction"
"-2114 61 56","gravel",NA,NA,NA,"obstruction"
"-2114 62 56","gravel",NA,NA,NA,"obstruction"
"-2113 60 56","gravel",NA,NA,NA,"obstruction"
"-2113 61 56","gravel",NA,NA,NA,"obstruction"
"-2113 62 56","gravel",NA,NA,NA,"obstruction"
"-2112 60 56","gravel",NA,NA,NA,"obstruction"
"-2112 61 56","gravel",NA,NA,NA,"obstruction"
"-2094 60 56","gravel",NA,NA,NA,"obstruction"
"-2094 61 56","gravel",NA,NA,NA,"obstruction"
"-2094 62 56","gravel",NA,NA,NA,"obstruction"
"-2093 60 56","gravel",NA,NA,NA,"obstruction"
"-2093 61 56","gravel",NA,NA,NA,"obstruction"
"-2093 62 56","gravel",NA,NA,NA,"obstruction"
"-2092 60 56","gravel",NA,NA,NA,"obstruction"
"-2092 61 56","gravel",NA,NA,NA,"obstruction"
"-2223 60 57","gravel",NA,NA,NA,"obstruction"
"-2223 61 57","gravel",NA,NA,NA,"obstruction"
"-2223 62 57","gravel",NA,NA,NA,"obstruction"
"-2131 60 57","gravel",NA,NA,NA,"obstruction"
"-2131 61 57","gravel",NA,NA,NA,"obstruction"
"-2131 62 57","gravel",NA,NA,NA,"obstruction"
"-2130 60 57","gravel",NA,NA,NA,"obstruction"
"-2130 61 57","gravel",NA,NA,NA,"obstruction"
"-2130 62 57","gravel",NA,NA,NA,"obstruction"
"-2129 60 57","gravel",NA,NA,NA,"obstruction"
"-2129 61 57","gravel",NA,NA,NA,"obstruction"
"-2129 62 57","gravel",NA,NA,NA,"obstruction"
"-2094 60 57","gravel",NA,NA,NA,"obstruction"
"-2094 61 57","gravel",NA,NA,NA,"obstruction"
"-2094 62 57","gravel",NA,NA,NA,"obstruction"
"-2092 60 57","gravel",NA,NA,NA,"obstruction"
"-2092 61 57","gravel",NA,NA,NA,"obstruction"
"-2223 60 58","gravel",NA,NA,NA,"obstruction"
"-2223 61 58","gravel",NA,NA,NA,"obstruction"
"-2218 60 58","gravel",NA,NA,NA,"obstruction"
"-2218 61 58","gravel",NA,NA,NA,"obstruction"
"-2209 60 58","gravel",NA,NA,NA,"obstruction"
"-2209 61 58","gravel",NA,NA,NA,"obstruction"
"-2209 62 58","gravel",NA,NA,NA,"obstruction"
"-2208 60 58","gravel",NA,NA,NA,"obstruction"
"-2208 61 58","gravel",NA,NA,NA,"obstruction"
"-2208 62 58","gravel",NA,NA,NA,"obstruction"
"-2207 60 58","gravel",NA,NA,NA,"obstruction"
"-2207 61 58","gravel",NA,NA,NA,"obstruction"
"-2202 60 58","gravel",NA,NA,NA,"obstruction"
"-2202 61 58","gravel",NA,NA,NA,"obstruction"
"-2202 62 58","gravel",NA,NA,NA,"obstruction"
"-2201 60 58","gravel",NA,NA,NA,"obstruction"
"-2201 61 58","gravel",NA,NA,NA,"obstruction"
"-2201 62 58","gravel",NA,NA,NA,"obstruction"
"-2200 60 58","gravel",NA,NA,NA,"obstruction"
"-2200 61 58","gravel",NA,NA,NA,"obstruction"
"-2191 60 58","gravel",NA,NA,NA,"obstruction"
"-2191 61 58","gravel",NA,NA,NA,"obstruction"
"-2190 60 58","gravel",NA,NA,NA,"obstruction"
"-2190 61 58","gravel",NA,NA,NA,"obstruction"
"-2190 62 58","gravel",NA,NA,NA,"obstruction"
"-2189 60 58","gravel",NA,NA,NA,"obstruction"
"-2189 61 58","gravel",NA,NA,NA,"obstruction"
"-2189 62 58","gravel",NA,NA,NA,"obstruction"
"-2094 60 58","gravel",NA,NA,NA,"obstruction"
"-2094 61 58","gravel",NA,NA,NA,"obstruction"
"-2094 62 58","gravel",NA,NA,NA,"obstruction"
"-2093 60 58","gravel",NA,NA,NA,"obstruction"
"-2093 61 58","gravel",NA,NA,NA,"obstruction"
"-2093 62 58","gravel",NA,NA,NA,"obstruction"
"-2209 60 59","gravel",NA,NA,NA,"obstruction"
"-2209 61 59","gravel",NA,NA,NA,"obstruction"
"-2209 62 59","gravel",NA,NA,NA,"obstruction"
"-2207 60 59","gravel",NA,NA,NA,"obstruction"
"-2207 61 59","gravel",NA,NA,NA,"obstruction"
"-2200 60 59","gravel",NA,NA,NA,"obstruction"
"-2200 61 59","gravel",NA,NA,NA,"obstruction"
"-2191 60 59","gravel",NA,NA,NA,"obstruction"
"-2191 61 59","gravel",NA,NA,NA,"obstruction"
"-2189 60 59","gravel",NA,NA,NA,"obstruction"
"-2189 61 59","gravel",NA,NA,NA,"obstruction"
"-2189 62 59","gravel",NA,NA,NA,"obstruction"
